"no";"title";"descr";"year";"imgLink";"genre"
74;"우주전쟁";"레이 페리어는 이혼한 항만 근로자로 아무런 희망 없이 매일을 살아간다. 그러던 어느 주말, 그의 전 부인은 아들 로비와 어린 딸 레이첼과 주말을 보내라고 레이에게 맡긴다. 그리곤 얼마 안 있어 강력한 번개가 내리친다. 잠시 후, 레이는 그의 집 근처에 있는 교차로에서 그들의 삶을 영원히 바꾸어버릴 엄청난 사건을 목격하게 된다. 커다랗고 다리가 셋 달린 정체 불명의 괴물이 땅속 깊은 곳에서 나타나 사람들이 미처 반응도 하기 전에 모든 것을 재로 만들었다. 평범했던 하루가 갑자기 외부의 알 수 없는 침략자들의 첫 번째 지구 공격으로 그들 인생에서 가장 엄청난 사건이 일어난 날이 되어버린 것이다. 레이는 그의 아이들을 이 무자비한 새로운 적들로부터 보호하기 위해 급히 피난을 떠나, 파괴되고 황폐해진 도시를 가로지르는 여정에 오른다. 거기서 그들은 침략자들을 피하기 위해 필사적으로 도망치는 피난민들을 만나 합류하게 된다. 그러나 그들이 어디로 가든지 안전한 곳은 없고, 피난처도 없다. 단지 소중한 사람을 지켜내겠다는 레이의 확고한 의지만 존재 할 뿐인데…..";"2005-06-28";"https://image.tmdb.org/t/p/original/f4JdjFJmyc76L5tjjdCOIQuzCZo.jpg";"[12,53,878]"
75;"화성침공";"불분명한 시기, 어느 해 5월. 화성인이 지구에 나타난다. 세계 평화 유지와 자유 진영의 지도자임을 자청하는 미국 대통령 제임스 데일은 이들은 맞을 채비를 한다. 그러나 평화를 원한다던 화성인들은 네바다 사막에서 대기 중이던 지구의 환영단 케이시 대장을 비롯한 환영인파를 무참히 사살해버린다. 이러한 사태의 원인이 커뮤니케이션의 문화적 차이라고 판단한 제임스는 화성인과의 재교신을 시도한다. 이 교신에서 화성인들이 공식적인 사과문을 보내오자 제임스와 각료들은 기뻐하지만....";"1996-12-12";"https://image.tmdb.org/t/p/original/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg";"[35,14,878]"
76;"비포 선라이즈";"파리로 돌아가는 셀린과 비엔나로 향하는 제시. 기차 안에서 우연히 만난 그들은 짧은 시간에 서로에게 빠져든다. 그림 같은 도시와 꿈같은 대화 속에서 발견한  서로를 향한 강한 이끌림은 풋풋한 사랑으로 물들어 간다. 밤새도록 계속된 그들의 사랑 이야기 끝에 해가 떠오르기 시작하고 그들은 헤어져야만 하는데…";"1995-01-27";"https://image.tmdb.org/t/p/original/o7mLGNdzY1z6w2bQv0NJNOoVKks.jpg";"[18,10749]"
77;"메멘토";"전직 보험 수사관이었던 레너드에게 기억이란 없다. 자신의 아내가 강간당하고 살해되던 날의 충격으로 기억을 10분 이상 지속시키지 못하는 단기 기억상실증 환자가 되었던 것이다. 그가 마지막으로 기억하고 있는 것은 자신의 이름이 레너드 셸비 라는 것과 아내가 강간당하고 살해당했다는 것, 그리고 범인은 존 G 라는 것이 전부. 레너드는 자신의 가정을 파탄 낸 범인을 찾기 위한 방법으로 메모와 문신을 사용하게 된다. 하지만 진실에 다가갈수록 자신의 기억, 주위 사람들에 대한 의심이 갈수록 커져만 가는데...";"2000-10-11";"https://image.tmdb.org/t/p/original/vqxdADPdy0ZVJr8dMB3mh6C5Vsv.jpg";"[9648,53]"
78;"블레이드 러너";"2019년, 지구의 파괴와 엄청난 인구증가로 인해 다른 행성을 식민지 이주가 본격화된다. 2주전 6명의 복제 인간 리플리컨트가 식민행성에서 탈출, 23명을 죽이고 우주선을 탈취하여 지구로 잠입한다. 전투용 로이 베티와 리온, 살인 훈련을 받은 조라, 식민행성 군인 클럽 소속의 위안부 프리스가 그들이다. 이들은 타이렐사에 침입하려 하지만 한 사람이 죽고, 직원으로 위장한 리온이 회사 간부의 테스트에 발각되어 도주한다. 이에 경찰은 복제 인간을 구별할 능력을 지닌 블레이드 러너 데커드를 호출하는데...";"1982-06-25";"https://image.tmdb.org/t/p/original/iaEpeBZnFjJsuE95q3Ne1nSJ2Up.jpg";"[878,18,53]"
79;"영웅";"피와 살육의 춘추전국시대, 난세의 소용돌이 속 영웅들이 움직인다! 전국 7웅이라 불렸던 막강한 일곱 국가들이 지배하던 춘추전국시대의 중국 대륙. 각각의 왕국은 천하통일의 대업을 이루기 위해 무자비한 전쟁을 일삼고, 그 중 가장 강력한 군대를 갖고 있는 진나라 왕 영정(진도명)은 대륙 전체를 지배하여 첫 번째 황제가 되려는 야심에 가득 차 있다. 그러나 영정에게도 두려운 존재가 있었으니, 전설적인 무예를 보유하고 호시탐탐 자신의 목을 노리는 세 명의 자객 은모장천(견자단)과 파검(양조위) 그리고 비설(장만옥)이 바로 그들이다. 이에 영정은 자신의 백보 안에 그 누구도 가까이 하지 못하게 하는 백보 금지령을 내리고 현상금을 내걸어 그들을 사냥하기에 이른다. 어느 날, 지방에서 백부장으로 녹을 받고 있는 미천한 장수 무명(이연걸)이 정체 모를 세 개의 칠기상자를 가지고 영정을 찾아와 왕궁이 술렁이기 시작하는데…";"2002-07-22";"https://image.tmdb.org/t/p/original/ey7vPDysRjfzvNUkbLBHv2UMQYP.jpg";"[18,12,28,36]"
80;"비포 선셋";"비엔나에서의 꿈같은 하루 이후 9년이 지나, 파리에서 다시 마주한 제시와 셀린느. 서로 같지만 다른 기억을 간직해 온 두 사람 사이에 묘한 기류가 감돈다. 그렇게 그 간의 진심을 서로에게 털어놓는 사이, 해는 저물고, 또다시 헤어짐의 순간이 다가오는데…";"2004-02-10";"https://image.tmdb.org/t/p/original/2k4KFbEeknXmHbNP0qt7lp2p3Y3.jpg";"[18,10749]"
81;"바람계곡의 나우시카";"천 년 전, 불의 7일간으로 불리는 전쟁이 끝난 후 지구는 죽음의 행성으로 변했다. 점점 커지는 곰팡이의 숲인 부해가 유독가스를 내뿜어 사람이 살 수 있는 땅도 얼마 남지 않았다. 자연과 대화를 나눌 수 있는 특별한 소녀 나우시카는 그 중 깨끗한 바람계곡에서 살고 있지만 부해는 이곳마저 먹어치울 듯 가깝게 다가온다. 그러나 위기는 인간들의 다툼에서 시작된다. 군사제국 토르메키아가 불의 7일간을 초래했던 병기 거신병을 부활시키려는 계획을 시작했기 때문. 바람계곡은 분쟁에 휘말리고 나우시카는 토르메키아와 맞서는 도시 국가 페지테의 인질이 된다. 그 와중에 나우시카는 부해가 지구를 정화하고 있었다는 사실을 깨닫는데...";"1984-03-11";"https://image.tmdb.org/t/p/original/jnw5Ab8104n4rTkTootpfZKYPiZ.jpg";"[12,16,14]"
82;"마이애미 바이스";"플로리다 남부로 유입되는 마약 공급책을 수사 중이던 FBI, CIA, DEA 연합 합동 작전이 정보 유출로 인해 실패로 돌아가고 연이은 세 건의 살인 사건이 발생한다. 내부 정보 유출로 더 이상의 사건 개입이 불가능해진 FBI는 합동 작전에 연루되지 않았던 비밀경찰 리코(제이미 폭스)와 소니(콜린 파렐)를 마약 운반책으로 위장 시켜 조직에 잠입시킨다. 수사기관의 시스템을 누구보다 잘 아는 두 사람은 정보를 역이용, 기관의 감시를 피해 첫 임무를 완벽하게 성사시키며 조직원으로 합류하지만, 보스의 아내 이사벨라(공리)에게 사랑을 느끼면서 복잡한 관계에 빠지는데...";"2006-07-27";"https://image.tmdb.org/t/p/original/e6Gq98gdnrwbLNtRcltnLxy6dnC.jpg";"[28,80,53]"
83;"오픈 워터";"환상적인 여름 휴가를 꿈꾸며 작은 섬으로 스쿠버 다이빙 여행을 떠난 연인. 스쿠버 다이빙을 마치고 물 위로 올라온 다니엘과 수잔은 보트가 해변에서 수십 킬로미터나 떨어진 바다 한 가운데 자신들만을 남겨 놓고 떠나버렸다는 것을 알고 경악한다. 끝없이 펼쳐진 바다 속에 홀로 버려졌다는 끔찍한 공포감이 엄습하는데… 과연 이들은 망망대해에서 어떻게 벗어날 것인가?";"2004-08-06";"https://image.tmdb.org/t/p/original/xOjcaWBNG2PvylJOhlkaqaAAKUr.jpg";"[18,53,27]"
85;"인디아나 존스: 레이더스";"1936년 남아메리카. 인디아나 존스(해리슨 포드) 박사는 험난한 밀림 지대를 헤치고 독거미와 온갖 부비트랩을 뚫고서 고대 문명의 동굴에 보관된 보물을 손에 넣는데 성공하지만, 마지막 순간 악덕 고고학자 벨로크(폴 프리먼)에게 빼앗기고 만다.  대학으로 돌아온 인디에게 정보국 사람들이 찾아온다. 정부로부터 성서에 나오는 성궤를 찾으라는 명령을 받는은 인디는 단서를 하나하나 찾아가며 성궤의 행방을 추적해 나간다. 그런데 나치군들도 역시 전쟁에 가지고 나가기만 하면 모든 전쟁에서 승리를 거둘 수 있는 무서운 힘을 지닌 성궤를 찾아나서는데...";"1981-06-12";"https://image.tmdb.org/t/p/original/ceG9VzoRAVGwivFU403Wc3AHRys.jpg";"[12,28]"
87;"인디아나 존스: 마궁의 사원";"1935년 상해. 인디아나 존스(해리슨 포드)는 클럽에서 가수 윌리스 코트(케이트 캡쇼우)의 노래를 들으며 그녀의 정부이자 상해 범죄 조직의 두목 라오치와 밀담을 나누는 중이다. 인디아나는 누루하치 황제(라오의 선조)의 위패를 압수했으나 라오의 배신으로 목숨만 부지한 채 클럽을 탈출한다. 인디아나는 이곳에서 알게 된 쇼트 라운드와 윌리를 데리고 화물 비행기를 차지만, 라오의 조직원이었던 조종사들은 연료를 버리고 탈출해버린다. 극적으로 살아남은 세 사람이 떨어진 곳은 인도. 이곳 사람들은 인디아나 일행을 하늘이 보내준 사람이라 생각하고 마을의 아이들을 잡아가고 약탈을 일삼는 이들을 처치해 달라고 하는데...";"1984-05-23";"https://image.tmdb.org/t/p/original/slEeJA6jGihFeRnEGddkMEF1cEJ.jpg";"[12,28]"
88;"더티 댄싱";"1963년 베이비(제니퍼 그레이)라는 애칭의 프란시스는 의사인 아버지 제이크(제리 오바하)와 어머니 마조리, 언니 리사와 함께 켈러만 산장으로 피서를 간다. 같은 또래의 젊은이들이 많이 있는 그곳에서는 저녁이면 댄스 파티를 즐긴다. 그러다 베이비는 댄스 교사 자니(패트릭 스웨이즈)와 그의 파트너인 페니(신시아 로즈)가 추는 춤에 매료된다.  베이비는 임신한 페니 대신 댄스 경연대회에 나가기 위해 연습을 하고 춤을 추면서 자니와 베이비는 사랑에 빠진다. 그러나 페니가 돌팔이 의사에게 중절수술을 받고 사경을 헤매게 되지만 의사인 베이비 아버지의 도움으로 살아나지만 자니는 아이의 아버지로 오인받고 해고된다. 피서 마지막 발표회에서 돌연 등장한 자니는 베이비와 환상적 더티댄싱을 선보인다.";"1987-08-21";"https://image.tmdb.org/t/p/original/nTMryOvShRaB2bu9VifCZ73Jmzs.jpg";"[18,10402,10749]"
89;"인디아나 존스: 최후의 성전";"자신이 재직 중인 바네트 대학으로 돌아온 인디(해리슨 포드)는 몇 달만을 비워뒀던 대학 연구실에서 오래 전에 도착한 아버지의 일기장을 발견한다.  고고학에 관심 많은 학생들을 피해 겨우 창문으로 빠져나온 존슨 박사는 윌터 도노반(줄리안 글로버 분)이라는 사람을 만난다. 도노반은 자신이 앙카라 북쪽에서 발견한 반쪽짜리 신의 석판의 탁본을 보여주며 헨리 박사의 일기장을 참고로 나머지 반쪽 석판과 예수가 최후의 만찬 때 사용했다는 술잔 성배를 찾아 달라고 부탁한다. 인디아나 존스는 아버지 헨리 존스 박사가 나치에게 납치 되었다는 소식을 듣고 베니스로 달려가는데...";"1989-05-24";"https://image.tmdb.org/t/p/original/2NAbA7NFvNAlmOupYELiHK7oCcJ.jpg";"[12,28]"
90;"비버리 힐스 캅";"디트로이트 시경의 액셀(에디 머피)은 정의감이 강해서 소동을 피우는 괴짜 형사이다. 어느 날 친구 타이키가 살해당하지만 경찰은 수사를 꺼린다. 액셀은 범인 추적을 위해 비버리 힐즈로 간다. 액셀이 그곳에 도착하면서 여러 가지 소동이 일어나지만 결국 액셀은 사건을 해결한다.";"1984-11-30";"https://image.tmdb.org/t/p/original/cCSqo23BEHDcnx7xgFyFqjBykOj.jpg";"[28,35,80]"
93;"살인자의 해부";"미 육군 중위 벤은 아내를 심하게 폭행하고 겁탈한 바텐더를 살해했다는 혐의로 체포된다. 벤의 변호를 맡게 된 폴(제임스 스튜어트 분)은 처음엔 사건을 맡지 않겠다고 거절했다가 결국엔 변론을 맡는다. 한편 검찰은 벤의 아내가 바텐더와 불륜의 관계를 맺고 있었으며 이를 질투한 벤이 바텐더를 살해한 것이라고 주장한다. 폴과 그의 조수 아더는 지난 사건을 조사하던 중, 부인을 폭행하려 했던 남자를 살해하고도 '억제할 수 없는 충동'이라는 이유로 무죄로 풀려난 사람이 있었음을 밝혀내고 똑같은 이유로 벤의 사건을 변론한다. 결국 재판은 벤의 승리로 돌아가고 폴은 변호사비를 받기 위해 벤을 찾아간다. 그러나 폴을 기다리고 있는 건 ""억제할 수 없는 충동으로 떠납니다""라는 벤의 쪽지뿐이다.";"1959-07-01";"https://image.tmdb.org/t/p/original/7NDHxRl08Dlcj6q0rzp1AxMD7LL.jpg";"[80,18,9648,53]"
95;"아마겟돈";"미국 동부에 운석이 떨어진다. 이는 뉴욕 크기의 소행성이 지구를 향해 돌진하고 있는 증거임을 미국 우주 항공국이 밝힌다. 텍사스 크기의 소행성이 시속 2만 3천 마일의 속도로 지구로 돌진한다는 사실을 알게 되자 나사(미국 항공 우주국)는 대책을 세운다. 남은 시간은 18일. 지구를 구할 유일한 방법은 돌진하는 소행성에 구멍을 뚫어 핵폭탄을 장착, 궤도를 바꾸는 것이다.  지구 최고의 유정 굴착 기술자들이 파견된다. 해리(브루스 윌리스)는 굴착 기술의 전문가로 지구를 구하기 위해 짧은 시간 동안 우주 비행에 대한 교육을 받고 그의 동료들과 소행성으로 떠난다. 프리덤호와 인디펜던스호는 소행성에 접근하지만 인디펜던스호는 유성의 파편을 맞고 추락한다.  해리 일행은 어쩔 수 없이 도착한 인원으로 폭탄 장치를 하기 위해 최선을 다하지만 무선 폭파 장치가 고장나 누군가 그곳에 남아야 하는데...  임무를 무사히 마친 후 지구로 돌아가서 해리의 딸인 그레이스(리브 타일러)와 결혼하기로 한 A.J(벤 애플렉)는 해리와 지구를 구하기 위해 자신이 소행성에 남기로 하나 결정적인 순간 해리는 딸을 위해서 자신이 소행성에 남는데...";"1998-07-01";"https://image.tmdb.org/t/p/original/8T9xKzzSZij7dxy3ybkingQvoIZ.jpg";"[28,53,878,12]"
96;"비버리 힐스 캅 2";"미국 제일의 부촌 베벌리 힐즈에 와 온갖 촌티를 내던 디트로이트 경찰 악셀 폴리(에디 머피)가 LA로 돌아 왔다. 베벌리 힐즈 보석상 도난 사건을 맡은 동료들을 돕기 위해서다. 단서는 ABC라는 알파벳 세 글자 뿐. 사건의 해결은 멀게만 보이지만 악셀은 특유의 낙천적인 성격과 대책 없는 유머로 단서를 하나하나 보태 간다.";"1987-05-18";"https://image.tmdb.org/t/p/original/yPXAvRwhstvr8gSmAb8sfJTCORS.jpg";"[28,35,80]"
97;"트론";"거대한 컴퓨터 게임회사 부사장 딜리건은 천재 프로그래머 플린의 아이디어를 훔쳐 오늘날의 지위를 얻어낸 음흉한 자이나 그를 돕는 메인 컴퓨터의 고성능 기능으로 전체 군주로 군림한다. 그러나 이에 의혹을 품은 젊은 프로그래머 알렌은 정보를 얻어내기 위해 제작한 프로그램 트론을 메인 컴퓨터가 삼켜버리자 플린에게 도움을 요청한다. 그러나 정보에 접근하려던 플린마저 컴퓨터에 먹혀버리고 컴퓨터 세계로. 플린은 프로그래머들이 만든 프로그램들이 사람처럼 간주되어 죽음의 경기를 펼치고 있음을 보게된다. 플린은 이 컴퓨터 세계에서 최고의 전사로 되어있는 트론과 힘을 합쳐 딜리건의 메인 통제 컴퓨터와 전쟁을 벌인다. 치열한 컴퓨터 전쟁끝에 메인통계 컴퓨터를 부수고 딜기건의 흉악한 음모를 밝혀낸다.";"1982-07-09";"https://image.tmdb.org/t/p/original/zwSFEczP7AzqugAHHIX3zHniT0t.jpg";"[878,28,12]"
